25.000000 0.000000 5
36.000000 0.000000 6
49.000000 0.000000 7
64.000000 0.000000 8
81.000000 0.000000 9
100.000000 0.000000 10
121.000000 0.000000 11
144.000000 0.000000 12
169.000000 0.000000 13
196.000000 0.000000 14
225.000000 0.000000 15
256.000000 0.000000 16
289.000000 0.000000 17
324.000000 0.000000 18
361.000000 0.000000 19
400.000000 0.000000 20
441.000000 0.000000 21
484.000000 0.000000 22
529.000000 0.000000 23
576.000000 0.000000 24
625.000000 0.000000 25
676.000000 0.000000 26
729.000000 0.000000 27
784.000000 0.000000 28
841.000000 0.000000 29
900.000000 0.000000 30
961.000000 0.000000 31
1024.000000 0.000000 32
